DateTime,AdviceCode,Speed,Length,StopTime,RoadTemperature,OCCFactor,Gap,Headway
2022-09-28 08:45:32,2,23,16,0,32,1,49,1653
2022-09-28 08:48:51,2,24,16,0,32,1,199,7005
2022-09-28 08:51:23,2,25,15,0,32,1,152,5573
2022-09-28 08:52:00,2,42,28,0,32,1,37,2279
2022-09-28 08:54:13,2,29,11,0,32,1,133,5657
2022-09-28 08:54:26,2,27,10,0,32,1,13,515
2022-09-28 08:55:31,2,27,17,0,32,1,65,2574
2022-09-28 08:59:25,2,33,18,0,32,1,234,11326
2022-09-28 08:59:53,2,61,23,0,32,1,28,2505
2022-09-28 09:01:06,2,34,17,0,32,1,73,3640
2022-09-28 09:01:33,2,28,12,0,32,1,27,1109
2022-09-28 09:02:29,2,37,18,0,32,1,56,3039
2022-09-28 09:03:11,2,26,16,0,32,1,42,1602
2022-09-28 09:04:33,2,32,11,0,32,1,82,3849
2022-09-28 09:06:44,2,31,14,0,32,1,131,5956
2022-09-28 09:07:22,2,35,11,0,32,0,38,1951
2022-09-28 09:07:45,2,27,17,0,32,1,23,911
2022-09-28 09:10:15,2,23,14,0,32,1,150,5060
2022-09-28 09:10:56,2,30,14,0,32,1,41,1804
2022-09-28 09:10:59,2,30,15,0,32,1,3,132
2022-09-28 09:11:36,2,34,15,0,32,1,37,1845
2022-09-28 09:12:07,2,24,15,0,32,1,31,1091
2022-09-28 09:17:22,2,31,14,0,32,1,315,14322
2022-09-28 09:26:46,2,28,20,0,32,1,564,23162
2022-09-28 09:30:26,2,44,16,0,32,1,220,14197
2022-09-28 09:34:43,2,28,16,0,32,1,257,10554
2022-09-28 09:37:56,2,33,14,0,32,1,193,9341
2022-09-28 09:38:37,2,7,5,0,32,1,41,421
2022-09-28 09:39:40,2,31,19,0,32,1,63,2864
2022-09-28 09:40:10,2,62,32,0,32,1,30,2728
2022-09-28 09:42:27,2,32,6,0,32,0,137,6430
2022-09-28 09:44:06,2,30,13,0,32,1,99,4356
2022-09-28 09:45:59,2,27,13,0,32,1,113,4475
2022-09-28 09:47:59,2,83,38,0,32,1,120,14608
2022-09-28 09:52:51,2,34,14,0,32,1,292,14561
2022-09-28 09:58:57,2,26,16,0,32,1,366,13957
2022-09-28 10:02:27,2,27,15,0,32,1,210,8316
2022-09-28 10:07:15,2,27,19,0,32,1,288,11405
2022-09-28 10:12:19,2,30,19,0,32,1,304,13376
2022-09-28 10:13:49,2,28,20,0,32,1,90,3696
2022-09-28 10:20:08,2,28,19,0,32,1,379,15564
2022-09-28 10:20:49,2,34,12,0,32,1,41,2045
